ID,Job_Title,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Avg_Salary
488,Senior Data Analyst,1.9,"Moda Operandi
1.9","New York, NY","New York, NY",201 - 500,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,65000,110000,87.5,Moda Operandi,NY,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,analyst,sr,M,87500
489,Data Modeler - Data Solutions Engineer,3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,37000,66000,51.5,Liberty Mutual Insurance,IN,109,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,data modeler,sr,M,51500
490,Associate Environmental Scientist - Wildlife Biologist,4.7,"QK
4.7","Clovis, CA","Visalia, CA",51 - 200,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),"Novartis, Baxter, Pfizer",0,0,38000,64000,51,QK,CA,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,51000
491,"Associate, Data Science, Internal Audit",3.1,"Santander
3.1","Boston, MA","Madrid, Spain",10000+,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,43000,82000,62.5,Santander,MA,165,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,62500
492,Sr Data Engineer (Sr BI Developer),3.4,"Tivity Health
3.4","Chandler, AZ","Franklin, TN",501 - 1000,1981,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,90000,110000,100,Tivity Health,AZ,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,100000
493,Data Engineer,4.4,"BRMi
4.4","Chantilly, VA","Washington, DC",51 - 200,2004,Company - Private,IT Services,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,61000,109000,85,BRMi,VA,17,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,85000
494,Senior LiDAR Data Scientist,3.9,"Luminar Technologies
3.9","Orlando, FL","Orlando, FL",201 - 500,2012,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,93000,151000,122,Luminar Technologies,FL,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,122000
495,Salesforce Analytics Consultant,3.9,"Emtec, Inc.
3.9","Chicago, IL","Jacksonville, FL",501 - 1000,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,52000,81000,66.5,"Emtec, Inc.",IL,26,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,data analitics,sr,M,66500
496,"Technology-Minded, Data Professional Opportunities",4.7,"Veterans United Home Loans
4.7","Columbia, MO","Columbia, MO",1001 - 5000,2002,Company - Private,Lending,Finance,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,40000,101000,70.5,Veterans United Home Loans,MO,19,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,sr,M,70500
497,Senior Data Engineer,4.7,"Praetorian
4.7","Austin, TX","Austin, TX",51 - 200,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),"Novartis, Baxter, Pfizer",0,0,97000,180000,138.5,Praetorian,TX,11,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data engineer,sr,M,138500
498,Managing Data Scientist/ML Engineer,3.4,"PA Consulting
3.4","Boston, MA","London, United Kingdom",1001 - 5000,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81000,134000,107.5,PA Consulting,MA,78,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,sr,M,107500
499,"Scientist, Pharmacometrics",3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 - 1000,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",0,0,84000,157000,120.5,Agios Pharmaceuticals,MA,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,120500
500,Staff Scientist- Upstream PD,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),"Novartis, Baxter, Pfizer",0,0,49000,113000,81,Advanced BioScience Laboratories,MD,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,81000
501,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,68000,139000,103.5,Reynolds American,KY,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,103500
502,Sr. Data Engineer,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 - 5000,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75000,140000,107.5,Echo Global Logistics,IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,107500
505,Lead Big Data Engineer,4,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Company - Private,Internet,Information Technology,$10+ billion (USD),"Indeed, LinkedIn",0,0,121000,203000,162,Glassdoor,CA,14,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,162000
506,Product Engineer â€“ Spatial Data Science and Statistical Analysis,3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52000,85000,68.5,Esri,CA,52,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,sr,M,68500
507,Sr Software Engineer (Data Scientist),3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81000,140000,110.5,Assurant,OH,43,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,110500
508,College Hire - Data Scientist - Open to December 2019 Graduates,3.7,"Caterpillar
3.7","Peoria, IL","Deerfield, IL",10000+,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,63000,99000,81,Caterpillar,IL,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,sr,M,81000
509,Senior Data Scientist,4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL",1001 - 5000,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,110000,150000,130,Equity Residential,IL,28,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,data scientist,sr,M,130000
510,Sr. Data Engineer (ETL Developer),3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 - 500,2010,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,83000,148000,115.5,F&G,IA,11,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,sr,M,115500
512,Senior Data Scientist Artificial Intelligence,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60000,101000,80.5,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,80500
516,Analytics - Business Assurance Data Analyst,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,31000,55000,43,GreatAmerica Financial Services,IA,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,43000
517,"Associate Director/Director, Safety Scientist",4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 - 500,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,102000,178000,140,Acceleron Pharma,MA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,director,sr,P,140000
518,"Senior Scientist, Cell Pharmacology/Assay Development",3.9,Kronos Bio,"Cambridge, MA","San Mateo, CA",1001 - 5000,1913,Company - Private,Biotech & Pharmaceuticals,Information Technology,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,1,110000,130000,120,Kronos Bi,MA,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,120000
519,Data Analyst Senior,3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48000,85000,66.5,AmeriHealth Caritas,PA,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,66500
520,Lead Data Engineer (Python),4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 - 200,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),"Novartis, Baxter, Pfizer",0,0,66000,123000,94.5,Strategic Employment Partners,CA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,94500
521,Senior Data Scientist 4 Artificial Intelligence,3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92000,146000,119,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,119000
522,Medical Lab Scientist - MLT,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,21000,29000,51.5,Catholic Health Initiatives,NE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,25000
523,"Senior Operations Data Analyst, Call Center Operations",2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",1,0,10000,17000,27.5,FLEETCOR,TN,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,13500
524,"Director II, Data Science - GRS Predictive Analytics",3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150000,239000,194.5,Liberty Mutual Insurance,IL,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,194500
525,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52000,91000,71.5,Southwest Research Institute,TX,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,71500
526,Geospatial Software Developer and Data Scientist,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 - 1000,2010,College / University,Colleges & Universities,Education,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,82000,129000,105.5,Applied Research Laboratories,TX,11,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,M,105500
528,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,47000,101000,74,Reynolds American,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,74000
530,Systems Engineer II - Data Analyst,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,49000,76000,62.5,Raytheon,AL,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,62500
532,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 - 5000,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43000,88000,65.5,RTI International,NC,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,65500
533,Director Data Science,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Company - Private,Advertising & Marketing,Business Services,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,124000,199000,161.5,TRANZACT,NJ,32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,sr,M,161500
534,Sr Data Analyst - IT,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52000,93000,72.5,United BioSource,PA,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,72500
535,Senior Data Engineer,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 - 200,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Novartis, Baxter, Pfizer",0,0,97000,181000,139,Figure Eight,CA,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,139000
537,Senior Data Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100000,173000,136.5,Tapjoy,CA,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,136500
538,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53000,96000,74.5,Fareportal,NY,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,74500
539,Senior Scientist - Biostatistician,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,65000,96000,80.5,Reynolds American,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,80500
540,Data Scientist,3.5,"Sartorius
3.5","Albuquerque, NM","Gottingen, Germany",5001 - 10000,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",0,0,56000,95000,75.5,Sartorius,NM,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,75500
541,Data Scientist,4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Company - Private,IT Services,Information Technology,$10+ billion (USD),"Slalom, Daugherty Business Solutions",0,0,111000,176000,143.5,1904labs,MO,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,data scientist,sr,M,143500
542,Data Scientist,5,"Royce Geospatial
5.0","Springfield, VA","Arlington, VA",51 - 200,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),"Novartis, Baxter, Pfizer",0,0,75000,127000,101,Royce Geospatial,VA,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,101000
543,Data Engineer,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,65000,119000,92,MassMutual,MA,170,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,92000
544,Computational Chemist/Data Scientist,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56000,97000,76.5,PNNL,WA,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,76500
545,Principal Data Scientist (Computational Chemistry),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),"Novartis, Baxter, Pfizer",0,0,108000,173000,140.5,Recursion Pharmaceuticals,UT,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,M,140500
546,Data Scientist,3.6,"Citi
3.6","Jersey City, NJ","New York, NY",10000+,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,94000,139000,116.5,Citi,NJ,209,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,116500
548,Principal Machine Learning Scientist,4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 - 1000,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,176000,289000,232.5,Sage Intacct,CA,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,machine learning engineer,sr,P,232500
549,Data Scientist,3.5,"Scale AI
3.5","San Francisco, CA","San Francisco, CA",51 - 200,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,92000,149000,120.5,Scale AI,CA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,120500
550,Product Engineer â€“ Data Science,3.5,"Esri
3.5","Arlington, VA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,63000,101000,82,Esri,VA,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,82000
552,"Principal Scientist, Chemistry & Immunology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",0,0,54000,115000,84.5,Rochester Regional Health,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,84500
554,Data Scientist,2.7,"Change Healthcare
2.7","Emeryville, CA","Nashville, TN",10000+,2007,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,118000,188000,153,Change Healthcare,CA,14,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,data scientist,sr,P,153000
555,Data Scientist,3.4,"MZ
3.4","Palo Alto, CA","Palo Alto, CA",501 - 1000,2008,Company - Private,Internet,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,108000,146000,127,MZ,CA,13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,M,127000
556,Data Scientist,4.7,"HG Insights
4.7","Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,65000,106000,85.5,HG Insights,CA,11,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,data scientist,sr,P,85500
557,Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY","Carle Place, NY",1001 - 5000,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",0,0,55000,98000,76.5,"1-800-FLOWERS.COM, Inc.",NY,45,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,sr,M,76500
558,Data Scientist,3.5,"CBS Interactive
3.5","New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",0,0,94000,162000,128,CBS Interactive,NY,29,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,data scientist,sr,M,128000
560,Data Engineer,3.2,"Numeric, LLC
3.2","King of Prussia, PA","Chadds Ford, PA",1001 - 5000,2010,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),"Novartis, Baxter, Pfizer",0,0,63000,120000,91.5,"Numeric, LLC",PA,11,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,91500
561,"Scientist/Senior Scientist, Autoimmune",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 - 500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,90000,179000,134.5,Rubius Therapeutics,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,134500
562,Data Scientist,3.3,"Samba TV
3.3","San Francisco, CA","San Francisco, CA",201 - 500,2008,Company - Private,Advertising & Marketing,Business Services,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,127000,202000,164.5,Samba TV,CA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,164500
563,Software Engineer - Data Visualization,4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 - 200,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),"Novartis, Baxter, Pfizer",0,0,60000,127000,93.5,ClearEdge,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,93500
565,Market Data Analyst,3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL",201 - 500,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",0,0,31000,57000,44,SV Microwave,FL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,44000
566,Staff Data Engineer,3.8,"Sumo Logic
3.8","Austin, TX","Redwood City, CA",501 - 1000,2010,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Splunk, Datadog, Elastic",0,0,105000,194000,149.5,Sumo Logic,TX,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,149500
567,Associate Data Engineer,3.5,"EAB
3.5","Washington, DC","Washington, DC",1001 - 5000,2007,Company - Private,Research & Development,Business Services,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,45000,86000,65.5,EAB,DC,14,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,65500
568,Data Engineer,4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",1001 - 5000,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,75000,143000,109,SpringML,VA,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,109000
570,Staff Data Engineer,3.7,"Samsung Research America
3.7","Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",0,0,126000,228000,177,Samsung Research America,CA,33,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,data engineer,sr,P,177000
572,Data Scientist,4.7,"Systems & Technology Research
4.7","Arlington, VA","Woburn, MA",201 - 500,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,80000,134000,107,Systems & Technology Research,VA,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,data scientist,sr,P,107000
573,Data Scientist,4.1,"Netskope
4.1","Santa Clara, CA","Santa Clara, CA",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120000,189000,154.5,Netskope,CA,9,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,data scientist,sr,P,154500
575,Data Scientist,4,"Lorven Technologies Inc
4.0","Santa Clara, CA","Plainsboro, NJ",1001 - 5000,2010,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),"Novartis, Baxter, Pfizer",0,0,85000,142000,113.5,Lorven Technologies Inc,CA,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,113500
576,Senior Data Scientist,3.5,"Brighthouse Financial
3.5","Charlotte, NC","Charlotte, NC",1001 - 5000,2017,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,95000,154000,124.5,Brighthouse Financial,NC,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,124500
577,Data Scientist,2.5,"CareDx
2.5","Brisbane, CA","Brisbane, CA",1001 - 5000,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Sequenom,0,0,111000,176000,143.5,CareDx,CA,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,143500
578,Data Scientist,3.9,"Serigor Inc.
3.9","San Francisco, CA","Baltimore, MD",1001 - 5000,2010,Company - Private,IT Services,Information Technology,Less than $1 million (USD),"Novartis, Baxter, Pfizer",0,0,87000,140000,113.5,Serigor Inc.,CA,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,113500
579,Data Scientist,3.4,"Leidos
3.4","Springfield, VA","Reston, VA",10000+,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,76000,127000,101.5,Leidos,VA,52,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,101500
